central_sample_id,sequence_name,secondary_identifier,sample_date,epi_week,country,adm1,is_surveillance,is_travel_history,travel_history,lineage,lineage_support,uk_lineage,del_lineage,phylotype
NORW-224426,England/NORW-224426/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-2258FC,England/NORW-2258FC/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-224EA0,England/NORW-224EA0/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.352.1.2.1.2
NORW-F6155,England/NORW-F6155/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-2242E0,England/NORW-2242E0/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-224435,England/NORW-224435/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-225944,England/NORW-225944/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1
NORW-224286,England/NORW-224286/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-22505E,England/NORW-22505E/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-2233DF,England/NORW-2233DF/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18
NORW-225A14,England/NORW-225A14/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1.29
NORW-2233C0,England/NORW-2233C0/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.247.10
NORW-223560,England/NORW-223560/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.119
NORW-224FCB,England/NORW-224FCB/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1
NORW-2258B0,England/NORW-2258B0/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-224329,England/NORW-224329/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.177,,UK4985,del_trans_8034,UK4985_1.71.9.2.1.1.1
NORW-2250B8,England/NORW-2250B8/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-224541,England/NORW-224541/2021,,2021-01-05,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.1
NORW-225003,England/NORW-225003/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
--
LIVE-DD4BAD,England/LIVE-DD4BAD/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.1.8.2.1.5.1
NORW-223AE9,England/NORW-223AE9/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2239CE,England/NORW-2239CE/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1
NORW-2236F4,England/NORW-2236F4/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1
NORW-223B31,England/NORW-223B31/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-223BF5,England/NORW-223BF5/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-223779,England/NORW-223779/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1
NORW-22366D,England/NORW-22366D/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1
NORW-2240F5,England/NORW-2240F5/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-2239BF,England/NORW-2239BF/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-223982,England/NORW-223982/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.34.18.1.2.2
NORW-223E38,England/NORW-223E38/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-223B04,England/NORW-223B04/2020,,2020-12-31,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1
NORW-2237F1,England/NORW-2237F1/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.1
NORW-223A07,England/NORW-223A07/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.25.11
NORW-22373D,England/NORW-22373D/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.370
NORW-2237E2,England/NORW-2237E2/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.4.1
NORW-223F35,England/NORW-223F35/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-22365E,England/NORW-22365E/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-223D2C,England/NORW-223D2C/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14.3.1
NORW-223AF8,England/NORW-223AF8/2020,,2020-12-29,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1
NORW-223D86,England/NORW-223D86/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1.1
NORW-223A25,England/NORW-223A25/2020,,2020-12-29,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-223B9B,England/NORW-223B9B/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-223ECF,England/NORW-223ECF/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.171.1
NORW-22422C,England/NORW-22422C/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-2238FE,England/NORW-2238FE/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1.1
NORW-223F9F,England/NORW-223F9F/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1
NORW-2237A6,England/NORW-2237A6/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223CF2,England/NORW-223CF2/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1
NORW-223700,England/NORW-223700/2021,,2021-01-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.9.1.14.53.15.3.1
NORW-2236A9,England/NORW-2236A9/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1.1
NORW-2238A3,England/NORW-2238A3/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223533,England/NORW-223533/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223463,England/NORW-223463/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.18
NORW-223C4D,England/NORW-223C4D/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-223D68,England/NORW-223D68/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-223A52,England/NORW-223A52/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-223EED,England/NORW-223EED/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.191.4.1
NORW-22368B,England/NORW-22368B/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1
NORW-224189,England/NORW-224189/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1
NORW-223876,England/NORW-223876/2021,,2021-01-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223A43,England/NORW-223A43/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.6
NORW-22376A,England/NORW-22376A/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223ACB,England/NORW-223ACB/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK4352,del_trans_22230,UK4352_1
NORW-224004,England/NORW-224004/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223788,England/NORW-223788/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.247.10
NORW-223D3B,England/NORW-223D3B/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.247.32
NORW-2236B8,England/NORW-2236B8/2021,,2021-01-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6
NORW-22358E,England/NORW-22358E/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.6
NORW-2239FB,England/NORW-2239FB/2020,,2020-12-29,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-223CA7,England/NORW-223CA7/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-223E74,England/NORW-223E74/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223B6E,England/NORW-223B6E/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-2234EB,England/NORW-2234EB/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.177,,UK438,del_trans_5189,UK438_1.51.1
NORW-223FF9,England/NORW-223FF9/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1
NORW-223A34,England/NORW-223A34/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1
NORW-223454,England/NORW-223454/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.171.1
NORW-22359D,England/NORW-22359D/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.5
NORW-22371F,England/NORW-22371F/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1
NORW-22408C,England/NORW-22408C/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1.1
NORW-223928,England/NORW-223928/2020,,2020-12-31,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.2.1
NORW-2237D3,England/NORW-2237D3/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.198,,UK2969,del_trans_19488,UK2969_1.3.1.2.2.1.1
NORW-223DB3,England/NORW-223DB3/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1
NORW-223A8F,England/NORW-223A8F/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.19
NORW-223BD7,England/NORW-223BD7/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2
NORW-223BC8,England/NORW-223BC8/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223E1A,England/NORW-223E1A/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-22417A,England/NORW-22417A/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1
NORW-223A70,England/NORW-223A70/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.2
NORW-223919,England/NORW-223919/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265
NORW-22372E,England/NORW-22372E/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13
NORW-2236D6,England/NORW-2236D6/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-22383A,England/NORW-22383A/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.36.1,,UK5396,del_trans_17319,UK5396_1.1.2.3
NORW-22331B,England/NORW-22331B/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223EA1,England/NORW-223EA1/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2238D0,England/NORW-2238D0/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1
NORW-2238EF,England/NORW-2238EF/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.247.10
NORW-22382B,England/NORW-22382B/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.66.6.1
NORW-223C3E,England/NORW-223C3E/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1
NORW-223D77,England/NORW-223D77/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-2238C1,England/NORW-2238C1/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6.1.1
NORW-223BB9,England/NORW-223BB9/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2237C4,England/NORW-2237C4/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1
NORW-223991,England/NORW-223991/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.19
NORW-2238B2,England/NORW-2238B2/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1
NORW-22381C,England/NORW-22381C/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.1
NORW-22390A,England/NORW-22390A/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1.5
NORW-223F26,England/NORW-223F26/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK5103,del_trans_12825,UK5103_1.104.5.2.2.1
NORW-22407D,England/NORW-22407D/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2236E5,England/NORW-2236E5/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-223964,England/NORW-223964/2020,,2020-12-31,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1
NORW-223AAD,England/NORW-223AAD/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1
NORW-223B8C,England/NORW-223B8C/2020,,2020-12-31,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1
NORW-223436,England/NORW-223436/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1.1
NORW-22369A,England/NORW-22369A/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.191.4.1
NORW-223C10,England/NORW-223C10/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223ABC,England/NORW-223ABC/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223E56,England/NORW-223E56/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.110
NORW-22405F,England/NORW-22405F/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-22375B,England/NORW-22375B/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.220.2.3.1
NORW-223C5C,England/NORW-223C5C/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-223630,England/NORW-223630/2021,,2021-01-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1.1.2
NORW-223B13,England/NORW-223B13/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2.3
NORW-2240D7,England/NORW-2240D7/2021,,2021-01-04,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.16.1.6
NORW-223885,England/NORW-223885/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1
NORW-223E29,England/NORW-223E29/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1
NORW-223D0E,England/NORW-223D0E/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK962,del_trans_21614,
NORW-223A9E,England/NORW-223A9E/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.9.1.1
NORW-223C6B,England/NORW-223C6B/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.1.58.110
NORW-223973,England/NORW-223973/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223CD4,England/NORW-223CD4/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-223B5F,England/NORW-223B5F/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-223955,England/NORW-223955/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223472,England/NORW-223472/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223DA4,England/NORW-223DA4/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223621,England/NORW-223621/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-2239DD,England/NORW-2239DD/2020,,2020-12-31,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.2.1
NORW-223B22,England/NORW-223B22/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.352.1.2.1.2.3
NORW-22380D,England/NORW-22380D/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-223CE3,England/NORW-223CE3/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1
NORW-223F17,England/NORW-223F17/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18.1.1
NORW-223B40,England/NORW-223B40/2020,,2020-12-29,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-2237B5,England/NORW-2237B5/2021,,2021-01-01,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.10.59.1.1.6
NORW-2239A0,England/NORW-2239A0/2020,,2020-12-28,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.14
NORW-223506,England/NORW-223506/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.285.1.11.1
NORW-223DFF,England/NORW-223DFF/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1
NORW-2241B6,England/NORW-2241B6/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.10.1
NORW-223937,England/NORW-223937/2020,,2020-12-28,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.1
NORW-223858,England/NORW-223858/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.170,,UK1769,del_trans_20532,UK1769_1.2.1
NORW-F92D7,England/NORW-F92D7/2020,,2020-12-27,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-224040,England/NORW-224040/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.19.5
NORW-223BE6,England/NORW-223BE6/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.177,,UK1219,del_trans_10953,UK1219_1.24
NORW-223612,England/NORW-223612/2020,,2020-12-30,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-2236C7,England/NORW-2236C7/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK468,del_trans_5644,UK468_1
NORW-223B7D,England/NORW-223B7D/2020,,2020-12-29,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1.2.1
NORW-223DE0,England/NORW-223DE0/2021,,2021-01-02,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223ADA,England/NORW-223ADA/2020,,2020-12-31,,UK,UK-ENG,N,,,B.1.1.7,,UK2267,del_trans_25946,UK2267_1.1
NORW-223E0B,England/NORW-223E0B/2021,,2021-01-03,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-22367C,England/NORW-22367C/2020,,2020-12-29,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17
NORW-223894,England/NORW-223894/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.17.1
NORW-223F08,England/NORW-223F08/2020,,2020-12-31,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2.1
--
CAMB-A987FF,England/CAMB-A987FF/2020,,2020-12-22,,UK,UK-ENG,Y,,,B.1.177.16,,UK4721,del_trans_1931,UK4721_1.1.27
NORW-2229CF,England/NORW-2229CF/2020,,2020-12-27,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.158.1.1.1
NORW-222C3F,England/NORW-222C3F/2020,,2020-12-26,,UK,UK-ENG,Y,,,B.1.1.7,,UK1476,del_trans_26865,UK1476_1.33.13.265.18
NORW-222956,England/NORW-222956/2020,,2020-12-27,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-2220D9,England/NORW-2220D9/2020,,2020-12-22,,UK,UK-ENG,N,,,B.1.177,,UK4828,del_trans_11093,UK4828_1.18.2.3
NORW-2226F5,England/NORW-2226F5/2020,,2020-12-24,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
NORW-2209EF,England/NORW-2209EF/2020,,2020-12-27,,UK,UK-ENG,N,,,B.1.177,,UK438,del_trans_5189,UK438_1.74.1
NORW-22274D,England/NORW-22274D/2020,,2020-12-24,,UK,UK-ENG,Y,,,B.1.177,,UK4811,del_trans_4421,UK4811_1.2.2
